start,end
康和螺内酯片,螺内酯片
天益堂小儿化毒散,小儿化毒散
济川药业蒲地蓝消炎口服液,蒲地蓝消炎口服液
瑞贝欣利胆片,利胆片
河北百善血尿胶囊,血尿胶囊
广西慧宝源止痒消炎水,止痒消炎水
奥赛托星,缩宫素鼻喷雾剂
桂西制药通脉颗粒,通脉颗粒
格列卫,甲磺酸伊马替尼片
硫酸软骨素片,硫酸软骨素片
陕西兆兴制药利胆排石胶囊,利胆排石胶囊
星鲨制药三维鱼肝油乳,三维鱼肝油乳
沈阳东新宫瘤清片,宫瘤清片
广东彼迪小儿复方氨基酸注射,19AA-Ⅰ
天方华中药业甘油氯化钠注射,甘油氯化钠注射液
山西云鹏制药盐酸普萘洛尔片,盐酸普萘洛尔片
吉林吉春通窍鼻炎片,通窍鼻炎片
迪冉郸城依托红霉素颗粒,依托红霉素颗粒
捷佰立,注射用培美曲塞二钠
利君现代清咽片,清咽片
江西省芙蓉堂药业补中益气合,补中益气合剂
安徽双科苄达赖氨酸滴眼液,苄达赖氨酸滴眼液
三门峡广宇脑乐静口服液,脑乐静口服液
河南百年康鑫木香顺气丸,木香顺气丸
新德路生,重组人白介素-2注射液
华南药业乙酰螺旋霉素片,乙酰螺旋霉素片
沈阳东新更年安胶囊,更年安胶囊
万通景志安神口服液,景志安神口服液
华北制药叶酸片,叶酸片
新洛芬洛索洛芬钠片,洛索洛芬钠片
仁仁参坤养血颗粒,参坤养血颗粒
长春金赛注射用重组人促卵泡,注射用重组人促卵泡激素
海王福药维生素B6片,维生素B6片
泛德曲安奈德益康唑乳膏,曲安奈德益康唑乳膏
安步乐克,盐酸沙格雷酯片
康恩贝肠炎宁片,肠炎宁片
康和枸橼酸氯米芬胶囊,枸橼酸氯米芬胶囊
山西云中血尿胶囊,血尿胶囊
布累迪宁,咪唑立宾片
江西金顶维磷糖浆,维磷糖浆
华鲁吗替麦考酚酯胶囊,吗替麦考酚酯胶囊
浙江花园盐酸左氧氟沙星胶囊,盐酸左氧氟沙星胶囊
珠海生化酒石酸美托洛尔片,酒石酸美托洛尔片
北京亚东双参补肾助阳胶囊,双参补肾助阳胶囊
广东华南桂利嗪片,桂利嗪片
重庆希尔安利胆片,利胆片
金珠雅砻十一味甘露胶囊,十一味甘露胶囊
华天宝桂龙药膏,桂龙药膏
张家港制药甲硝唑氯化钠注射,甲硝唑氯化钠注射液
世贸天阶甲巯咪唑片,甲巯咪唑片
茂祥制药藤黄健骨丸,藤黄健骨丸
山西云鹏制药胱氨酸片,胱氨酸片
山东仁和堂盐酸左旋咪唑片,盐酸左旋咪唑片
神奇珊瑚癣净,珊瑚癣净
施贵宝卡托普利片,卡托普利片
白云山光华肌苷片,肌苷片
五0五利胆排石片,利胆排石片
广州一品红盐酸异可利定片,盐酸异可利定片
江苏淮安双鹤苦参碱氯化钠注,苦参碱氯化钠注射液
天方药业红霉素软膏,红霉素软膏
施美制药阿苯达唑胶囊,阿苯达唑胶囊
酒泉大得利注射用胰激肽原酶,注射用胰激肽原酶
山西云鹏制药硝苯地平片,硝苯地平片
太洋药业卡马西平片,卡马西平片
安普洛,洛索洛芬钠片
开同,复方α-酮酸片
珍视明硫酸卡那霉素滴眼液,硫酸卡那霉素滴眼液
华西制药血尿胶囊,血尿胶囊
管城制药新血宝胶囊,新血宝胶囊
新高制药维胺酯维E乳膏,维胺酯维E乳膏
国瑞药业盐酸纳洛酮注射液,盐酸纳洛酮注射液
威利坦马栗种子提取物片,马栗种子提取物片
佳合药业维胺酯胶丸,维胺酯胶丸
朝晖药业盐酸布比卡因注射液,盐酸布比卡因注射液
北京同仁堂牛黄清心丸,牛黄清心丸
济南永宁氯化钾缓释片,氯化钾缓释片
尼立苏,尼莫地平缓释胶囊
哈药三精制药诺捷一清颗粒,一清颗粒
江西杏林白马止痛化癥片,止痛化癥片
东药硝苯地平片,硝苯地平片
海王碘酸钾颗粒,碘酸钾颗粒
抗宫炎片,抗宫炎片
易喷爽复方醋酸氯己定喷剂,复方醋酸氯己定喷剂
普德药业注射用头孢他啶,注射用头孢他啶
翰宇药业注射用生长抑素,注射用生长抑素
汇仁药业乙酰螺旋霉素片,乙酰螺旋霉素片
上海新华联达那唑胶囊,达那唑胶囊
天医生物制药胰激肽原酶肠溶,胰激肽原酶肠溶片
燕京药业甲巯咪唑片,甲巯咪唑片
江西国药盐酸左氧氟沙星注射,盐酸左氧氟沙星注射液
海力制药阿奇霉素颗粒,阿奇霉素颗粒
仁和堂药业天麻蜜环菌片,天麻蜜环菌片
白云山明兴鸦胆子油口服乳液,鸦胆子油口服乳液
威高药业甘露醇注射液,甘露醇注射液
天方药业维U颠茄铝镁片Ⅱ,维U颠茄铝镁片Ⅱ
新达苏,辛伐他汀胶囊
利鑫西咪替丁片,西咪替丁片
山西云鹏制药羧甲司坦片,羧甲司坦片
海力医生维肝福泰片,维肝福泰片
石家庄康力醋酸地塞米松片,醋酸地塞米松片
山东宏济堂制药金鸣片,金鸣片
新亚注射用两性霉素B,注射用两性霉素B
中佳药业碳酸氢钠注射液,碳酸氢钠注射液
沈阳一药维生素D2片,维生素D2片
云南广福豆腐果苷片,豆腐果苷片
培磊能,甲磺酸二氢麦角碱缓释胶囊
吉林万通药业关节止痛膏,关节止痛膏
五景盐酸林可霉素滴眼液,盐酸林可霉素滴眼液
松鹿制药五海瘿瘤丸,五海瘿瘤丸
湖北远大天天明诺氟沙星滴眼,诺氟沙星滴眼液
步生,萘普生分散片
浙江南洋药业归圆口服液,归圆口服液
志鹰药业替硝唑氯化钠注射液,替硝唑氯化钠注射液
吴中医药氢溴酸加兰他敏注射,氢溴酸加兰他敏注射液
舒笑辣椒碱乳膏,辣椒碱乳膏
青阳硝苯地平片,硝苯地平片
华润三九痔宁片,痔宁片
武田制药注射用醋酸亮丙瑞林,注射用醋酸亮丙瑞林微球
同贝小儿豉翘清热颗粒,小儿豉翘清热颗粒
人卫牌水杨酸苯酚贴膏,水杨酸苯酚贴膏
银黄胶囊,银黄胶囊
大德药业鲜益母草胶囊,鲜益母草胶囊
云南生物谷顺铂注射液,顺铂注射液
山东鑫齐小儿麻甘颗粒,小儿麻甘颗粒
沙赛博通,葛根素氯化钠注射液
上海信谊盐酸维拉帕米片,盐酸维拉帕米片
中化联合制药注射用盐酸罂粟,注射用盐酸罂粟碱
广州白云山明兴盐酸普罗帕酮,盐酸普罗帕酮注射液
四川迪康科技盐酸金刚烷胺糖,盐酸金刚烷胺糖浆
新峰药业消炎利胆片,消炎利胆片
帅乐氟哌噻吨美利曲辛片,氟哌噻吨美利曲辛片
华润赛科肌醇烟酸酯片,肌醇烟酸酯片
北京宝树堂复方樟脑乳膏,复方樟脑乳膏
吉林瑞隆降糖胶囊,降糖胶囊
威凡,注射用伏立康唑
上海黄海制药氯化钾缓释片,氯化钾缓释片
云南梁河民族双黄消炎片,双黄消炎片
宏兴制药保和丸,保和丸
中国大冢盐酸利多卡因注射液,盐酸利多卡因注射液
江西珍视明氧氟沙星滴眼液,氧氟沙星滴眼液
安乐士,甲苯咪唑片
重庆佳辰多酶片,多酶片
赫士睿顺铂注射液,顺铂注射液
长春万德净石灵片,净石灵片
常药叶酸片,叶酸片
南京易亨蒙脱石散,蒙脱石散
吉林敖东洮南环磷腺苷葡胺注,环磷腺苷葡胺注射液
兴安药业菠萝蛋白酶肠溶片,菠萝蛋白酶肠溶片
华润神鹿儿泻停颗粒,儿泻停颗粒
药都樟树抗骨质增生丸,抗骨质增生丸
平光制药红霉素肠溶片,红霉素肠溶片
博德,托西酸舒他西林胶囊
滇虹药业尿素维E乳膏,尿素维E乳膏
民济药业金刚藤口服液,金刚藤口服液
中新达仁堂健步壮骨丸,健步壮骨丸
鹏鹞药业西咪替丁片,西咪替丁片
燕京药业肾上腺色腙片,肾上腺色腙片
嘉林盐酸胺碘酮片,盐酸胺碘酮片
双科药业托吡卡胺滴眼液,托吡卡胺滴眼液
盖克玄麦甘桔颗粒,玄麦甘桔颗粒
久联别嘌醇片,别嘌醇片
广州白云山和记黄埔中药养阴,养阴清肺膏
乐亢,甲钴胺胶囊
邦莱,替尼泊苷注射液
江西铜鼓仁和对乙酰氨基酚颗,对乙酰氨基酚颗粒
南岳生物制药破伤风人免疫球,破伤风人免疫球蛋白
长春海外制药转移因子胶囊,转移因子胶囊
益民堂制药根痛平胶囊,根痛平胶囊
全宇遂平制药尼群地平片,尼群地平片
石药欧意双氯芬酸钠肠溶片,双氯芬酸钠肠溶片
天福康药业明目地黄丸,明目地黄丸
强列烧烫伤膏,烧烫伤膏
南昌白云过氧化氢溶液,过氧化氢溶液
容生制药西地碘含片,西地碘含片
费森尤斯卡比紫杉醇注射液,紫杉醇注射液
桂林葛仙翁生三七散,生三七散
乐芬,盐酸洛美沙星滴耳液
益民药业阿替洛尔片,阿替洛尔片
葡萄糖注射液,葡萄糖注射液
康乐果根痛平胶囊,根痛平胶囊
哈尔滨儿童制药小儿乳酸菌素,小儿乳酸菌素片
德国夏菩施保利通片,施保利通片
一格制药人胎盘片,人胎盘片
中泰药业羚羊感冒片,羚羊感冒片
华仁制药温胃舒胶囊,温胃舒胶囊
郑州福瑞堂增光胶囊,增光胶囊
长春海外制药妇炎康丸,妇炎康丸
海南华拓天涯苦参碱氯化钠注,苦参碱氯化钠注射液
北京华润高科地高辛酏剂,地高辛酏剂
天天明制药硫酸软骨素滴眼液,硫酸软骨素滴眼液
陕西诚信曲克芦丁氯化钠注射,曲克芦丁氯化钠注射液
万荣药业贞芪扶正颗粒,贞芪扶正颗粒
浙江惠松硅炭银片,硅炭银片
吉林鹿王麝香接骨胶囊,麝香接骨胶囊
摩美得气血和喘嗽宁片,喘嗽宁片
信谊醋酸泼尼松片,醋酸泼尼松片
河南雪樱花甲硝唑片,甲硝唑片
北京同仁堂三七片,三七片
本天药业依托红霉素颗粒,依托红霉素颗粒
同仁堂八味锡类散,八味锡类散
法国礼来注射用培美曲塞二钠,注射用培美曲塞二钠
长春海外制药转移因子口服溶,转移因子口服溶液
长龙复方活脑舒胶囊,复方活脑舒胶囊
吉林鹿王维生素B2片,维生素B2片
海南制药厂蛇胆川贝液,蛇胆川贝液
再佳,单硝酸异山梨酯缓释片
特风平豨蛭络达胶囊,豨蛭络达胶囊
亚宝葡萄糖酸钙口服溶液,葡萄糖酸钙口服溶液
开元制药葛根素注射液,葛根素注射液
安徽江中高邦复方醋酸地塞米,复方醋酸地塞米松乳膏
恩华药业五氟利多片,五氟利多片
河南辅仁怀庆堂注射用抑肽酶,注射用抑肽酶
纽兰药业盐酸左氧氟沙星片,盐酸左氧氟沙星片
上海衡山西咪替丁片,西咪替丁片
扬子江药业注射用卡铂,注射用卡铂
山东方明硝酸咪康唑乳膏,硝酸咪康唑乳膏
天津力生制药盐酸苯海索片,盐酸苯海索片
玉药生物豆腐果苷片,豆腐果苷片
白云山光华苯妥英钠片,苯妥英钠片
复旦复华盐酸硫必利片,盐酸硫必利片
东北制药注射用青霉素钠,注射用青霉素钠
坝上利肝隆片,利肝隆片
南京白敬宇维生素C片,维生素C片
析清,包醛氧淀粉胶囊
紫素,紫杉醇注射液
荣昌银屑颗粒,银屑颗粒
辽宁修正制药硫软膏,硫软膏
诺沛,维生素A棕榈酸酯眼用凝胶
仙琚制药泼尼松龙片,泼尼松龙片
前沥清丹益片,丹益片
贵州盛世龙方小儿感冒颗粒,小儿感冒颗粒
亨瑞达制药醋酸地塞米松片,醋酸地塞米松片
珺琅复方甘草酸苷胶囊,复方甘草酸苷胶囊
北京太洋马来酸氯苯那敏片,马来酸氯苯那敏片
庆瑞金荞麦片,金荞麦片
诺康药业注射用硫酸奈替米星,注射用硫酸奈替米星
阜药清心沉香八味丸,清心沉香八味丸
恒瑞医药注射用甲氨蝶呤,注射用甲氨蝶呤
雄巴拉曲神水珊瑚七十味丸,珊瑚七十味丸
皇象铁力蓝天吡拉西坦片,吡拉西坦片
康福药业人工牛黄甲硝唑胶囊,人工牛黄甲硝唑胶囊
琦宁醋酸氟轻松冰片乳膏,醋酸氟轻松冰片乳膏
华润三九小儿咳喘灵颗粒,小儿咳喘灵颗粒
汕头金石注射用头孢他啶,注射用头孢他啶
铍宝克痒敏醑,克痒敏醑
维尔固,盐酸氨基葡萄糖胶囊
修正药业保胎无忧片,保胎无忧片
北京永康药业盐酸肾上腺素注,盐酸肾上腺素注射液
山东中泰羚羊感冒片,羚羊感冒片
哈药总厂甲硝唑芬布芬胶囊,甲硝唑芬布芬胶囊
中联丙硫氧嘧啶片,丙硫氧嘧啶片
高邦制药尿素维E乳膏,尿素维E乳膏
君寿堂轻身减肥片,轻身减肥片
上海长征富民乳酸钠林格注射,乳酸钠林格注射液
紫鑫药业萆薢分清丸,萆薢分清丸
成都诺迪康独一味颗粒,独一味颗粒
黄石卫生材料水杨酸苯酚贴膏,水杨酸苯酚贴膏
元坦,格列吡嗪分散片
华润三九小儿止泻片,小儿止泻片
澳美华制药司帕沙星胶囊,司帕沙星胶囊
长春迪瑞复方氨酚烷胺片,复方氨酚烷胺片
陕西雪龙海姆普德盐酸妥洛特,盐酸妥洛特罗片
福州海王福药尼可刹米注射液,尼可刹米注射液
辽宁味邦肌醇烟酸酯片,肌醇烟酸酯片
抗菲,头孢泊肟酯片
绅泰消癌平片,消癌平片
四川广元蓉成消癌平片,消癌平片
立健新,头孢呋辛酯胶囊
润弘制药硫酸阿托品注射液,硫酸阿托品注射液
长春银诺克复方胆通胶囊,复方胆通胶囊
信谊烟酰胺片,烟酰胺片
广州诺诚生物冻干人用狂犬病,Vero细胞
陕西健民消癌平片,消癌平片
同仁堂内消瘰疬丸,内消瘰疬丸
五景药业利巴韦林含片,利巴韦林含片
君碧莎消癌平片,消癌平片
千金加味逍遥丸,加味逍遥丸
华洋制药黄柏胶囊,黄柏胶囊
颈复康赤峰丹龙药业血府逐瘀,血府逐瘀丸
上海普康谷维素片,谷维素片
北京双吉法可林滴眼液,法可林滴眼液
东康药业肌苷片,肌苷片
山西众燊潞党参口服液,潞党参口服液
遂成药业硝酸咪康唑乳膏,硝酸咪康唑乳膏
北京益民药业苯磺酸氨氯地平,苯磺酸氨氯地平片
一品红尿清舒颗粒,尿清舒颗粒
千金协力药业水飞蓟宾葡甲胺,水飞蓟宾葡甲胺片
星神益鼻喷雾剂,益鼻喷雾剂
海南澳美华消癌平片,消癌平片
山西云鹏制药卡托普利片,卡托普利片
美图制药小儿双磺甲氧苄啶颗,小儿双磺甲氧苄啶颗粒
益民堂制药脂降宁片,脂降宁片
亚太药业盐酸克林霉素胶囊,盐酸克林霉素胶囊
海口市制药注射用头孢唑林钠,注射用头孢唑林钠
坊子中狮注射用盐酸尼莫司汀,注射用盐酸尼莫司汀
甘肃中天金丹红芪口服液,红芪口服液
浙江一新利巴韦林胶囊,利巴韦林胶囊
郑州永和葡萄糖酸锌咀嚼片,葡萄糖酸锌咀嚼片
天津力生制药溴丙胺太林片,溴丙胺太林片
东信药业杞菊地黄口服液,杞菊地黄口服液
天龙药业硫化钠薄荷脑溶液,硫化钠薄荷脑溶液
丽珠环明环孢素软胶囊,环孢素软胶囊
吉林银诺克百合固金丸,百合固金丸
龙都药业黄杨宁片,黄杨宁片
敬修堂小儿奇应丸,小儿奇应丸
广东康奇力参三七伤药胶囊,参三七伤药胶囊
通坦康,吡拉西坦葡萄糖注射液
誉隆亚东药业消痔栓,消痔栓
可维加,枸橼酸钾颗粒
京万红京万红痔疮膏,京万红痔疮膏
太洋药业马来酸氯苯那敏片,马来酸氯苯那敏片
粤华制药消炎利胆片,消炎利胆片
济邦药业双氯芬酸钠肠溶片,双氯芬酸钠肠溶片
环科药业三磷酸腺苷二钠注射,三磷酸腺苷二钠注射液
锦州本天蒲地蓝消炎片,蒲地蓝消炎片
吉林海外狼疮丸,狼疮丸
多多药业复方甘草酸单铵注射,复方甘草酸单铵注射液
金港血康口服液,血康口服液
迈平希,多索茶碱葡萄糖注射液
甘肃成纪生物甘露醇注射液,甘露醇注射液
天津生物眼氨肽注射液,眼氨肽注射液
传国神麒消癌平片,消癌平片
贵州百灵养血当归糖浆,养血当归糖浆
广东五洲药业干酵母片,干酵母片
华北制药盐酸胺碘酮胶囊,盐酸胺碘酮胶囊
湖南正清甲氨蝶呤片,甲氨蝶呤片
通化茂祥藤黄健骨丸,藤黄健骨丸
湖南湘中安胎丸,安胎丸
度米芬含片,度米芬含片
四川绿叶宝光乌苯美司胶囊,乌苯美司胶囊
顺峰妇康安克霉唑乳膏,克霉唑乳膏
芝芝维儿康洗液,维儿康洗液
留欣,注射用去甲斑蝥酸钠
仁和堂硫酸阿托品片,硫酸阿托品片
石药欧意曲克芦丁片,曲克芦丁片
五景药业盐酸萘甲唑啉滴鼻液,盐酸萘甲唑啉滴鼻液
上海皇象铁力蓝天吡拉西坦片,吡拉西坦片
四川子仁石淋通颗粒,石淋通颗粒
上海长城宁心宝胶囊,宁心宝胶囊
药都制药保胎丸,保胎丸
湖北广济碳酸氢钠注射液,碳酸氢钠注射液
白云山光华脑络通胶囊,脑络通胶囊
百灵鸟陈香露白露片,陈香露白露片
武汉钧安小儿麻甘颗粒,小儿麻甘颗粒
维奇,盐酸硫必利注射液
烟霞血宁胶囊,血宁胶囊
临汾宝珠维生素B1片,维生素B1片
白云山天心酒石酸美托洛尔注,酒石酸美托洛尔注射液
北京中新药业琥乙红霉素片,琥乙红霉素片
济源济世药业补中益气丸,补中益气丸
悦康药业注射用胸腺五肽,注射用胸腺五肽
金复康药业益血生胶囊,益血生胶囊
吴中医药盐酸纳洛酮注射液,盐酸纳洛酮注射液
瑞新药业曲匹布通片,曲匹布通片
四川禾润清眩片,清眩片
邯郸柏林水牛角浓缩粉,水牛角浓缩粉
宜昌人福异烟肼片,异烟肼片
上山虎麝香壮骨膏,麝香壮骨膏
华太,酞丁安搽剂
闽东力捷迅注射用七叶皂苷钠,注射用七叶皂苷钠
海斯维,转化糖电解质注射液
山东威高甘露醇注射液,甘露醇注射液
威利坦,马栗种子提取物片
左芙盐酸左氧氟沙星胶囊,盐酸左氧氟沙星胶囊
云丰宁心宝胶囊,宁心宝胶囊
四川康特能脑血康丸,脑血康丸
天津天药药业醋酸泼尼松片,醋酸泼尼松片
奥平,重组人干扰素α2а栓
江西大自然参茸卫生丸,参茸卫生丸
中联四药盐酸金刚烷胺片,盐酸金刚烷胺片
信谊氨甲环酸片,氨甲环酸片
小儿奇应丸,小儿奇应丸
爱普森药业丙谷胺片,丙谷胺片
湖南金健乳酸钠林格注射液,乳酸钠林格注射液
河北天成药业硫酸镁注射液,硫酸镁注射液
江苏云阳氯氮平片,氯氮平片
搏沃欣,头孢泊肟酯胶囊
夫都清十八味党参丸,十八味党参丸
新亚注射用左卡尼汀,注射用左卡尼汀
宛西制药归脾丸,归脾丸
湖北科田林旦乳膏,林旦乳膏
普乐可复,他克莫司胶囊
飞云岭药业甲硝唑片,甲硝唑片
利倍思,羟苯磺酸钙片
冯了性,安宫牛黄丸
哈药总厂红霉素肠溶胶囊,红霉素肠溶胶囊
广东三才石岐三磷酸腺苷二钠,三磷酸腺苷二钠注射液
常州制药富马酸酮替芬片,富马酸酮替芬片
浙北药业曲克芦丁口服溶液,曲克芦丁口服溶液
石家庄康力复方氢氧化铝片,复方氢氧化铝片
辽宁金丹人参养荣丸,人参养荣丸
浙江都邦甲硝唑氯化钠注射液,甲硝唑氯化钠注射液
华宇制药心脑欣片,心脑欣片
江西南昌桑海钻山风糖浆,钻山风糖浆
德众清咽片,清咽片
太极桐君阁安宫牛黄丸,安宫牛黄丸
同安消炎利胆片,消炎利胆片
成都平原药业利巴韦林注射液,利巴韦林注射液
广西万通天芝草胶囊,天芝草胶囊
北京同仁堂阿魏化痞膏,阿魏化痞膏
广州白云山明兴三磷酸腺苷二,三磷酸腺苷二钠注射液
嘉林药业盐酸胺碘酮片,盐酸胺碘酮片
雪莲牌大蒜肠溶片,大蒜肠溶片
湖北诺得胜三七片,三七片
广西健丰大山楂颗粒,大山楂颗粒
复方磺胺甲噁唑片,复方磺胺甲噁唑片
华北制药卡托普利片,卡托普利片
敏使朗,甲磺酸倍他司汀片
白云山天心甲硝唑芬布芬胶囊,甲硝唑芬布芬胶囊
百服咛,对乙酰氨基酚口服溶液
东药丙戊酸钠片,丙戊酸钠片
成都锦华诺氟沙星胶囊,诺氟沙星胶囊
安道生,注射用环磷酰胺
上海信谊硫唑嘌呤片,硫唑嘌呤片
广东环球制药依托红霉素片,依托红霉素片
南京正大天晴甘油果糖氯化钠,甘油果糖氯化钠注射液
天天明制药冰珍清目滴眼液,冰珍清目滴眼液
华润双鹤药业复方杜仲健骨颗,复方杜仲健骨颗粒
旺龙药业琥乙红霉素颗粒,琥乙红霉素颗粒
天津亚宝利胆排石片,利胆排石片
现代制药对乙酰氨基酚栓,对乙酰氨基酚栓
太河尿嘧啶替加氟胶囊,尿嘧啶替加氟胶囊
信谊泼尼松龙片,泼尼松龙片
惠丰药业前列安通胶囊,前列安通胶囊
安博灵,人血白蛋白
海南康芝利巴韦林颗粒,利巴韦林颗粒
心正药业利巴韦林片,利巴韦林片
哈药二厂阑尾灵颗粒,阑尾灵颗粒
奇康西帕依固龈液,西帕依固龈液
内蒙古蒙药阿那日十四味散,阿那日十四味散
哈药总厂维生素E软胶囊,维生素E软胶囊
太宝制药济生橘核丸,济生橘核丸
武汉同济现代苯妥英钠片,苯妥英钠片
广东恒健维生素B2片,维生素B2片
合肥利民制药盐酸羟苄唑滴眼,盐酸羟苄唑滴眼液
强列净石灵片,净石灵片
湖南中和三维鱼肝油乳,三维鱼肝油乳
长红制药藻酸双酯钠片,藻酸双酯钠片
德瑞宁,Ⅱ
四川升和盐酸倍他司汀口服液,盐酸倍他司汀口服液
哈药三精吡拉西坦注射液,吡拉西坦注射液
新达罗,头孢克洛颗粒
山东博山复方克霉唑乳膏,复方克霉唑乳膏
辰欣依托泊苷注射液,依托泊苷注射液
福元药业哈西奈德乳膏,哈西奈德乳膏
山东齐都高三尖杉酯碱氯化钠,高三尖杉酯碱氯化钠注射液
旺龙神农跌打丸,跌打丸
利君方圆红霉素肠溶胶囊,红霉素肠溶胶囊
徐州莱恩呋塞米注射液,呋塞米注射液
山西太原维生素B1片,维生素B1片
玉川复合维生素B片,复合维生素B片
江苏长江甘油氯化钠注射液,甘油氯化钠注射液
太宝制药杞菊地黄丸,杞菊地黄丸
石家康力药业腺苷钴胺片,腺苷钴胺片
前锋药业地塞米松磷酸钠注射,地塞米松磷酸钠注射液
华润双鹤盐酸可乐定片,盐酸可乐定片
吉林长恒双氯芬酸钠肠溶片,双氯芬酸钠肠溶片
弗米特,氟尿嘧啶氯化钠注射液
遂成药业氯霉素注射液,氯霉素注射液
黑龙江金九维生素E皇浆口服,维生素E皇浆口服液
瑞年前进制药依托红霉素片,依托红霉素片
黑龙江天宏除脂生发片,除脂生发片
恒健乳酸依沙吖啶溶液,乳酸依沙吖啶溶液
亚宝药业诺氟沙星胶囊,诺氟沙星胶囊
温胃舒温胃舒胶囊,温胃舒胶囊
石药欧意盐酸雷尼替丁胶囊,盐酸雷尼替丁胶囊
江苏九旭盐酸丁卡因注射液,盐酸丁卡因注射液
博诚制药阿苯达唑片,阿苯达唑片
沈阳康达平消片,平消片
天洋制药银黄胶囊,银黄胶囊
北京永康药业盐酸洛贝林注射,盐酸洛贝林注射液
万赛维,盐酸缬更昔洛韦片
运佳黄浦碘酊,碘酊
沈阳一药奋乃静片,奋乃静片
信谊黄河叶酸片,叶酸片
颈复康赤峰丹龙药业黄连羊肝,黄连羊肝丸
广东三才石岐氢氯噻嗪片,氢氯噻嗪片
国药国瑞注射用盐酸丁咯地尔,注射用盐酸丁咯地尔
仙琚制药克霉唑倍他米松乳膏,克霉唑倍他米松乳膏
浙江永宁西洛他唑片,西洛他唑片
北京同仁堂十香丸,十香丸
天晴甘美,异甘草酸镁注射液
天津创新药业罗红霉素片,罗红霉素片
新爱民制药婴儿健脾散,婴儿健脾散
东信药业琥乙红霉素颗粒,琥乙红霉素颗粒
湖北济安堂药业玉屏风口服液,玉屏风口服液
江苏鹏鹞富马酸酮替芬片,富马酸酮替芬片
星鲨制药鱼肝油乳,鱼肝油乳
马应龙麝香痔疮栓,麝香痔疮栓
山西汾河维生素B2片,维生素B2片
海南博大肌醇烟酸酯片,肌醇烟酸酯片
太阳神荔城制药氟康唑片,氟康唑片
江苏吴中苏州制药西洛他唑片,西洛他唑片
新安药业盐酸吗啉胍片,盐酸吗啉胍片
拜阿司匹灵阿司匹林肠溶片,阿司匹林肠溶片
南宁维威制药夏桑菊颗粒,夏桑菊颗粒
欧珂药业利胆片,利胆片
严力达氟罗沙星分散片,氟罗沙星分散片
黄河药业苯磺酸氨氯地平片,苯磺酸氨氯地平片
一禾药业盐酸左旋咪唑片,盐酸左旋咪唑片
巨仁堂清胰利胆颗粒,清胰利胆颗粒
四川科伦盐酸赖氨酸葡萄糖注,盐酸赖氨酸葡萄糖注射液
西安碑林金嗓散结片,金嗓散结片
利能康泰注射用盐酸克林霉素,注射用盐酸克林霉素
斯威药业前列舒乐胶囊,前列舒乐胶囊
利康达宁硝酸咪康唑乳膏,硝酸咪康唑乳膏
三顺近视乐眼药水,近视乐眼药水
万适宁,匹多莫德片
亿邦注射用伏立康唑,注射用伏立康唑
新百药业复方骨肽注射液,复方骨肽注射液
利巴韦林片,利巴韦林片
美大康利巴韦林含片,利巴韦林含片
地威药业强肝糖浆,强肝糖浆
边青注射用头孢他啶,注射用头孢他啶
银涛药业过氧化氢溶液,过氧化氢溶液
吉林通化博祥熊胆丸,熊胆丸
扬子江药业双花百合片,双花百合片
塞宝别嘌醇片,别嘌醇片
天津史克莫匹罗星软膏,莫匹罗星软膏
湖北纽兰利肺片,利肺片
华南药业地塞米松片,地塞米松片
扬州星斗尼群地平片,尼群地平片
上海卫材关节止痛膏,关节止痛膏
河北京京过氧化氢溶液,过氧化氢溶液
天一秦昆甲磺酸帕珠沙星氯化,甲磺酸帕珠沙星氯化钠注射液
华南牌盐酸多西环素片,盐酸多西环素片
上海信谊富马酸亚铁咀嚼片,富马酸亚铁咀嚼片
河南同源葡萄糖酸锌口服溶液,葡萄糖酸锌口服溶液
采福,注射用氨磷汀
普兰特十味诃子片,十味诃子片
仁丰药业跌打损伤丸,跌打损伤丸
通脉颗粒,通脉颗粒
鹿王制药利巴韦林含片,利巴韦林含片
甘南牌风湿骨痛丸,风湿骨痛丸
长庆药业胸腺肽注射液,胸腺肽注射液
倍特药业阿米卡星滴眼液,阿米卡星滴眼液
海南制药一厂四环素片,四环素片
好医生如意定喘丸,如意定喘丸
连乡安乐片,安乐片
海南海灵普卢利沙星胶囊,普卢利沙星胶囊
江苏康缘芪葛颗粒,芪葛颗粒
舒梦氯霉素滴眼液,氯霉素滴眼液
临汾奇林谷维素片,谷维素片
福瑞达制药氟尿嘧啶乳膏,氟尿嘧啶乳膏
怡尔诺滑膜炎片,滑膜炎片
依他停,醋酸去氨加压素注射液
金耀药业盐酸肾上腺素注射液,盐酸肾上腺素注射液
安徽仁和氟康唑片,氟康唑片
华侨药业宁心宝胶囊,宁心宝胶囊
俊宏金泽冠心胶囊,金泽冠心胶囊
科伦药业脂肪乳氨基酸,18注射液
山西新星羧甲司坦片,羧甲司坦片
厦门特伦芪枣健胃茶,芪枣健胃茶
参天堂制药氟米龙滴眼液,氟米龙滴眼液
康美药业红霉素肠溶片,红霉素肠溶片
仙河药业复方青黛丸,浓缩丸
信谊丙硫氧嘧啶片,丙硫氧嘧啶片
济仁降脂宁颗粒,降脂宁颗粒
南阳普康头孢羟氨苄甲氧苄啶,头孢羟氨苄甲氧苄啶胶囊
浙江医药硫酸阿托品注射液,硫酸阿托品注射液
