start,end
俞氏乳酸左氧氟沙星片,乳酸左氧氟沙星片
力邦特,注射用盐酸克林霉素
精优药业肌氨肽苷注射液,肌氨肽苷注射液
四川依科多酶片,多酶片
鑫烨阿达帕林凝胶,阿达帕林凝胶
长春海外肝复康丸,肝复康丸
慧宝源制药复方鱼腥草片,复方鱼腥草片
北京益民药业硫酸镁注射液,硫酸镁注射液
生宝盐酸硫必利片,盐酸硫必利片
安贝特小儿硫酸亚铁糖浆,小儿硫酸亚铁糖浆
赣南海欣氯化钠注射液,氯化钠注射液
临汾健民盐酸苯海索片,盐酸苯海索片
夫坦,喷昔洛韦乳膏
天方药业盐酸氮芥酊,盐酸氮芥酊
金虹胜利氯霉素滴眼液,氯霉素滴眼液
京生复方牛胎肝提取物片,复方牛胎肝提取物片
迪根,双氯芬酸钠缓释片
湖北潜江双氯芬酸钠滴眼液,双氯芬酸钠滴眼液
四川中药利胆片,利胆片
广东安诺阿奇霉素分散片,阿奇霉素分散片
新峰药业西咪替丁片,西咪替丁片
黄河药业奋乃静片,奋乃静片
东北制药甘露聚糖肽口服溶液,甘露聚糖肽口服溶液
艾思瑞,吡非尼酮胶囊
河南龙都鼻炎灵片,鼻炎灵片
蒙药巴特日七味丸,巴特日七味丸
法斯通,酮洛芬凝胶
彼迪药业豆腐果苷片,豆腐果苷片
百慧制药维生素E软胶囊,维生素E软胶囊
本溪仙草堂小金丸,小金丸
浙江东日吡拉西坦胶囊,吡拉西坦胶囊
白山长白山制药骨刺片,骨刺片
第一生物睾丸片,睾丸片
迎春利福定胶囊,利福定胶囊
国药工业胆石清片,胆石清片
广东新峰消炎利胆片,消炎利胆片
天洋制药香砂养胃丸,香砂养胃丸
天视妥布霉素滴眼液,妥布霉素滴眼液
临汾宝珠肌醇烟酸酯片,肌醇烟酸酯片
江西制药硫酸庆大霉素注射液,硫酸庆大霉素注射液
新亚注射用放线菌素D,注射用放线菌素D
华润紫竹盐酸普罗帕酮注射液,盐酸普罗帕酮注射液
四川禾邦阳光元胡止痛片,元胡止痛片
华侨药业西黄丸,西黄丸
同仁堂制药厂茴香橘核丸,茴香橘核丸
成都倍特盐酸黄酮哌酯片,盐酸黄酮哌酯片
通化鸿宝益髓颗粒,益髓颗粒
颈复康药业大山楂丸,大山楂丸
佳维体,TPF-FOS
天朗制药妥布霉素滴眼液,妥布霉素滴眼液
红光制药碘化钾片,碘化钾片
国金乳疾灵颗粒,乳疾灵颗粒
大同云岗盐酸普萘洛尔片,盐酸普萘洛尔片
宜昌三峡复方氨基酸注射液,9AA
辰欣生理氯化钠溶液,生理氯化钠溶液
广东南国尼群地平片,尼群地平片
平光制药曲克芦丁片,曲克芦丁片
苏州东瑞枸橼酸铋钾颗粒,枸橼酸铋钾颗粒
九芝堂杞菊地黄丸,杞菊地黄丸
注射用硫酸长春新碱,注射用硫酸长春新碱
孔圣堂,健步壮骨丸
振东制药复方磺胺甲噁唑片,复方磺胺甲噁唑片
蒂清,替莫唑胺胶囊
抚松制药清胰利胆颗粒,清胰利胆颗粒
瑞阳制药注射用阿洛西林钠,注射用阿洛西林钠
武汉钧安酮洛芬肠溶胶囊,酮洛芬肠溶胶囊
陕西天洋元胡止痛片,元胡止痛片
扬子江药业注射用胸腺五肽,注射用胸腺五肽
华润顺峰药业维生素B6软膏,维生素B6软膏
湖南正清对乙酰氨基酚口服溶,对乙酰氨基酚口服溶液
罗特药甲硝唑片,甲硝唑片
同溢堂益安宁丸,益安宁丸
江西芙蓉蛇胆川贝液,蛇胆川贝液
正茂药业血宝胶囊,血宝胶囊
山东方明辛伐他汀片,辛伐他汀片
马利兰,白消安片
博信,甲磺酸帕珠沙星氯化钠注射液
石家庄格瑞氨茶碱片,氨茶碱片
酒泉大得利制药甲硝唑芬布芬,甲硝唑芬布芬胶囊
科威制药牡蛎碳酸钙胶囊,牡蛎碳酸钙胶囊
百思特新血宝胶囊,新血宝胶囊
欢宝药业止痒消炎水,止痒消炎水
广东岭南注射用达卡巴嗪,注射用达卡巴嗪
青山利康妥布霉素地塞米松滴,妥布霉素地塞米松滴眼液
西藏芝芝药业冰黄肤乐软膏,冰黄肤乐软膏
白云山汤阴东泰诺氟沙星胶囊,诺氟沙星胶囊
同仁堂调经促孕丸,调经促孕丸
广东希埃医药锝[99mTc,锝[99mTc]甲氧乙腈注射液
山西云鹏羧甲司坦片,羧甲司坦片
普德药业新福菌素注射液,新福菌素注射液
半边天药业阿胶益寿口服液,阿胶益寿口服液
佐力注射用硝普钠,注射用硝普钠
海南海灵普卢利沙星片,普卢利沙星片
深圳万乐注射用硫酸长春新碱,注射用硫酸长春新碱
贵阳新天药业夏枯草口服液,夏枯草口服液
泛谷心脑欣丸,心脑欣丸
九芝堂天王补心丸,天王补心丸
海正辉瑞制药注射用盐酸平阳,注射用盐酸平阳霉素
凯宝新谊氨甲环酸片,氨甲环酸片
苏州东瑞丙硫氧嘧啶片,丙硫氧嘧啶片
青岛双鲸维生素AD软胶囊,维生素AD软胶囊
卢美根,贝美前列素滴眼液
晶珠双红活血胶囊,双红活血胶囊
温州海鹤利胆片,利胆片
天圣制药曲克芦丁氯化钠注射,曲克芦丁氯化钠注射液
天丁硫酸镁注射液,硫酸镁注射液
倍得芬,布洛芬软胶囊
陕西步长制药脑心通胶囊,脑心通胶囊
普德药业注射用葡醛酸钠,注射用葡醛酸钠
惠州九惠复方丹参片,复方丹参片
上海中华风油精,风油精
德瑞制药生三七散,生三七散
云南通用善美乳癖清胶囊,乳癖清胶囊
同仁堂大败毒胶囊,大败毒胶囊
容生制药维生素K1注射液,维生素K1注射液
吉林鹿王利巴韦林含片,利巴韦林含片
珠海联邦盐酸左氧氟沙星软膏,盐酸左氧氟沙星软膏
鲁南小儿消积止咳口服液,小儿消积止咳口服液
广西灵峰药业参芪首乌补汁,参芪首乌补汁
山东仁和堂谷维素片,谷维素片
南昌济生双氯芬酸钠肠溶片,双氯芬酸钠肠溶片
黑龙江惠美佳过氧化氢溶液,过氧化氢溶液
中生人凝血因子Ⅷ,人凝血因子Ⅷ
瑞新药业氟尿嘧啶口服乳,氟尿嘧啶口服乳
晶珠藏药蛇胆川贝液,蛇胆川贝液
希尔安丹桃合剂,丹桃合剂
山西利丰华瑞氢氯噻嗪片,氢氯噻嗪片
山西云鹏齐墩果酸片,齐墩果酸片
昆明本草复方双金痔疮膏,复方双金痔疮膏
成都一药氢溴酸樟柳碱注射液,氢溴酸樟柳碱注射液
成都一药呋塞米注射液,呋塞米注射液
白云山何济公风油精,风油精
江西铜鼓仁和排石利胆颗粒,排石利胆颗粒
云南万裕盐酸非索非那定片,盐酸非索非那定片
长春精优肌氨肽苷注射液,肌氨肽苷注射液
鲁南贝特拉坦前列素滴眼液,拉坦前列素滴眼液
长龙药业前列桂黄片,前列桂黄片
畅迪,粉尘螨滴剂
江西新和养血当归糖浆,养血当归糖浆
济南三九益民胞磷胆碱钠氯化,胞磷胆碱钠氯化钠注射液
百利药业阿奇霉素颗粒,阿奇霉素颗粒
北京中新制药奋乃静片,奋乃静片
黄海制药盐酸硫必利片,盐酸硫必利片
舒利迭,沙美特罗替卡松粉吸入剂
江苏精华制药王氏保赤丸,王氏保赤丸
黑龙江天龙药业复方小儿退热,复方小儿退热栓
康正药业曲咪新乳膏,曲咪新乳膏
贵州百灵鞣酸苦参碱胶囊,鞣酸苦参碱胶囊
立健药业头孢呋辛酯颗粒,头孢呋辛酯颗粒
海南林恒氟康唑胶囊,氟康唑胶囊
宏奇药业芪斛楂颗粒,芪斛楂颗粒
贝力斯,盐酸乙哌立松颗粒
修正药业碘化钾片,碘化钾片
广东恒健水杨酸苯酚贴膏,水杨酸苯酚贴膏
佛山天王补心丸,天王补心丸
药都樟树参术儿康糖浆,参术儿康糖浆
西南药业亚硫酸氢钠甲萘醌注,亚硫酸氢钠甲萘醌注射液
迪恩安,注射用重组人干扰素α2a
远大医药扑米酮片,扑米酮片
葫芦娃注射用单磷酸阿糖腺苷,注射用单磷酸阿糖腺苷
科莫非,右旋糖酐铁注射液
北京首儿小儿生血糖浆,小儿生血糖浆
湖南科伦制药金刚藤口服液,金刚藤口服液
华南药业异烟肼片,异烟肼片
恒伟心可舒颗粒,心可舒颗粒
重庆药友酚磺乙胺注射液,酚磺乙胺注射液
大连天阳盐酸左旋咪唑片,盐酸左旋咪唑片
宜昌长江阿奇霉素分散片,阿奇霉素分散片
候博士疤痕止痒软化膏,疤痕止痒软化膏
国森药业维生素E软胶囊,维生素E软胶囊
北京京丰卡托普利片,卡托普利片
南京制药注射用培美曲塞二钠,注射用培美曲塞二钠
津奉药业麝香壮骨膏,麝香壮骨膏
百益制药参皇乳膏,参皇乳膏
老专家当归拈痛丸,当归拈痛丸
北京同仁堂牛黄清胃丸,牛黄清胃丸
葫芦娃调经养颜片,调经养颜片
新疆希望制药维A酸乳膏,维A酸乳膏
宝宝一贴灵丁桂儿脐贴,丁桂儿脐贴
涿州东乐阿仑膦酸钠片,阿仑膦酸钠片
常州康普甲氧氯普胺片,甲氧氯普胺片
昆明贝克诺顿豆腐果苷片,豆腐果苷片
江西中兴汉方琥乙红霉素片,琥乙红霉素片
玫满,盐酸米诺环素胶囊
北京双鹤药业泼尼松龙片,泼尼松龙片
晨康药业阿苯达唑颗粒,阿苯达唑颗粒
山西云鹏利巴韦林含片,利巴韦林含片
龙圣堂抗癌平丸,抗癌平丸
正和复方桔梗止咳片,复方桔梗止咳片
北京华神养阴生血合剂,养阴生血合剂
功达制药氧化锌软膏,氧化锌软膏
润舒牛磺酸滴眼液,牛磺酸滴眼液
鼎泰伤痛宁膏,伤痛宁膏
药都制药保和丸,保和丸
联盛药业参倍固肠胶囊,参倍固肠胶囊
海南中化联合紫杉醇注射液,紫杉醇注射液
圣大（张家口）阿莫西林克拉,阿莫西林克拉维酸钾片
舒安灵,己酮可可碱缓释片
国药制药五海瘿瘤丸,五海瘿瘤丸
陕西永寿氢化可的松片,氢化可的松片
君士达新,盐酸二甲双胍肠溶片
济民可信山禾托吡卡胺滴眼液,托吡卡胺滴眼液
湖北晨康阿苯达唑颗粒,阿苯达唑颗粒
金赛药业重组人生长激素注射,重组人生长激素注射液
硫酸阿米卡星注射液,硫酸阿米卡星注射液
湖南科伦制药注射用硝普钠,注射用硝普钠
舍悦,盐酸克林霉素棕榈酸酯干混悬剂
通惠制药注射用克林霉素磷酸,注射用克林霉素磷酸酯
午时药业金银花露,金银花露
邦琪集团陈香露白露片,陈香露白露片
重庆迪康长江醋酸地塞米松片,醋酸地塞米松片
北京中新曲克芦丁片,曲克芦丁片
遂成药业诺氟沙星胶囊,诺氟沙星胶囊
派维赖氨酸维B12颗粒,赖氨酸维B12颗粒
上海新亚盐酸甲氯芬酯胶囊,盐酸甲氯芬酯胶囊
丹东医创注射用硝普钠,注射用硝普钠
金纳多,银杏叶提取物滴剂
广东恒健利福平胶囊,利福平胶囊
天胶,阿胶
湘中制药丙戊酸镁片,丙戊酸镁片
芙原积雪苷片,积雪苷片
汇仁药业克拉霉素片,克拉霉素片
春花牌复方天仙胶囊,复方天仙胶囊
上海禾丰盐酸维拉帕米注射液,盐酸维拉帕米注射液
石家庄四药葡萄糖注射液,葡萄糖注射液
白云山何济公林旦乳膏,林旦乳膏
仁和药业维生素B2片,维生素B2片
山东明人福瑞达消炎镇痛膏,消炎镇痛膏
阜新蒙药红花清肝十三味丸,红花清肝十三味丸
武汉福星复方奎宁注射液,复方奎宁注射液
均青,注射用酒石酸美托洛尔
赛美维,注射用更昔洛韦
希诺,头孢克洛分散片
苏州东瑞注射用头孢哌酮钠舒,注射用头孢哌酮钠舒巴坦钠
莎普爱思盐酸氨溴索葡萄糖注,盐酸氨溴索葡萄糖注射液
白天鹅药业眼氨肽注射液,眼氨肽注射液
利君琥乙红霉素片,琥乙红霉素片
永寿制药氢氯噻嗪片,氢氯噻嗪片
福人药业金酸萍糖浆,金酸萍糖浆
南京圣和消癌平片,消癌平片
延边药业维D2乳酸钙片,维D2乳酸钙片
锦州本天依托红霉素颗粒,依托红霉素颗粒
罗欣药业注射用硫普罗宁,注射用硫普罗宁
广州白云山明兴清开灵注射液,清开灵注射液
上海长城药业甲状腺片,甲状腺片
爱100盐酸苯海拉明片,盐酸苯海拉明片
辽宁天龙注射用胸腺肽,注射用胸腺肽
长春迪瑞琥乙红霉素颗粒,琥乙红霉素颗粒
长春长庆牛磺酸滴眼液,牛磺酸滴眼液
佛山手心制药头孢氨苄胶囊,头孢氨苄胶囊
信谊青霉胺片,青霉胺片
桑海制药喷托维林氯化铵糖浆,喷托维林氯化铵糖浆
朝晖药业益肝灵片,益肝灵片
天津太平洋头孢氨苄颗粒,头孢氨苄颗粒
诺百益胞磷胆碱钠片,胞磷胆碱钠片
天原药业舒肝和胃丸,舒肝和胃丸
南昌妇炎平阴道泡腾片,妇炎平阴道泡腾片
神鹤药业银黄颗粒,银黄颗粒
德众养血生发胶囊,养血生发胶囊
中智药业安阳固本膏,安阳固本膏
德路生,注射用重组人白介素-2
康缘药业克林霉素磷酸酯注射,克林霉素磷酸酯注射液
白云制药宫瘤清片,宫瘤清片
杭州民生非诺贝特片,非诺贝特片
百士欣,乌苯美司胶囊
升和药业去甲斑蝥酸钠注射液,去甲斑蝥酸钠注射液
湖南一格转移因子注射液,转移因子注射液
罗红霉素颗粒,罗红霉素颗粒
山东华鲁苦参碱氯化钠注射液,苦参碱氯化钠注射液
万全阿仑膦酸钠片,阿仑膦酸钠片
通化金堂益气养血口服液,益气养血口服液
京舒阿托伐他汀钙分散片,阿托伐他汀钙分散片
北京中新维生素B2片,维生素B2片
安徽双鹤甘油氯化钠注射液,甘油氯化钠注射液
贵州百灵和仁堂咽炎清片,咽炎清片
北海阳光药业硫糖铝咀嚼片,硫糖铝咀嚼片
茎锥附桂骨痛颗粒,附桂骨痛颗粒
南京同仁堂明目地黄丸,明目地黄丸
西安仁仁乳宁胶囊,乳宁胶囊
地塞米松磷酸钠注射液,地塞米松磷酸钠注射液
云南佑生红金消结胶囊,红金消结胶囊
天方药业右旋糖酐20葡萄糖,右旋糖酐20葡萄糖注射液
依木兰,硫唑嘌呤片
江苏九旭注射用盐酸丁卡因,注射用盐酸丁卡因
宝庆碳酸锂片,碳酸锂片
上海信谊溴吡斯的明片,溴吡斯的明片
陕西诚信盐酸妥洛特罗片,盐酸妥洛特罗片
陕西利君胆宁片,胆宁片
渊源药业乳酸菌素片,乳酸菌素片
芬迪宁,双氯芬酸钠缓释片
海南制药厂维生素B2注射液,维生素B2注射液
北京协和酞丁安乳膏,酞丁安乳膏
谷参复方谷氨酰胺肠溶胶囊,复方谷氨酰胺肠溶胶囊
万通颈痛灵药酒,颈痛灵药酒
山东罗欣盐酸多奈哌齐分散片,盐酸多奈哌齐分散片
宜昌人福头孢氨苄胶囊,头孢氨苄胶囊
湖北东信三维制霉素栓,三维制霉素栓
河南双鹤华利曲克芦丁氯化钠,曲克芦丁氯化钠注射液
石药控股集团河北唐威药业养,养血生发胶囊
河北百善小儿抗痫胶囊,小儿抗痫胶囊
济人药业蒲地蓝消炎片,蒲地蓝消炎片
双蚁双蚁祛湿通络胶囊,双蚁祛湿通络胶囊
马应龙金玄痔科熏洗散,金玄痔科熏洗散
康亚药业盐酸洛美沙星滴眼液,盐酸洛美沙星滴眼液
芙蓉药业安胎丸,安胎丸
福建明华叶酸片,叶酸片
长城牌海马补肾丸,海马补肾丸
立安,盐酸金刚乙胺口服溶液
新亚闵行氯唑沙宗片,氯唑沙宗片
力生双嘧达莫片,双嘧达莫片
天宇奥森维生素E软胶囊,维生素E软胶囊
亚宝四川制药依托红霉素颗粒,依托红霉素颗粒
吉林显锋科技青霉素V钾片,青霉素V钾片
太极集团急支糖浆,急支糖浆
双燕牌氧化锌软膏,氧化锌软膏
新乡新辉柴胡注射液,柴胡注射液
江西青春康源茴香橘核丸,茴香橘核丸
吉春制药健肝灵胶囊,健肝灵胶囊
天津中央药业盐酸阿普林定片,盐酸阿普林定片
成都锦华盐酸小檗碱片,盐酸小檗碱片
广西济民制药消炎利胆片,消炎利胆片
华润紫竹扑米酮片,扑米酮片
恒健制药乳酸依沙吖啶溶液,乳酸依沙吖啶溶液
昌都藏药二十五味马宝丸,二十五味马宝丸
奇正青鹏软膏,青鹏软膏
天津天药药业甲巯咪唑片,甲巯咪唑片
天丁复方甘草酸单铵注射液,复方甘草酸单铵注射液
北京同仁堂复方丹参片,复方丹参片
一品红注射用盐酸溴己新,注射用盐酸溴己新
神水藏药珊瑚七十味丸,珊瑚七十味丸
黑龙江迪龙注射用七叶皂苷钠,注射用七叶皂苷钠
锦华药业盐酸左氧氟沙星片,盐酸左氧氟沙星片
成都迪康药业通窍鼻炎片,通窍鼻炎片
江西天施康抗宫炎片,抗宫炎片
安徽新和成皖南阿昔洛韦乳膏,阿昔洛韦乳膏
南通王氏保赤丸,王氏保赤丸
亨瑞达制药维生素C片,维生素C片
华纳大药厂肾炎四味胶囊,肾炎四味胶囊
苏泊尔南洋药业克痢痧胶囊,克痢痧胶囊
正元垴宁复方吡拉西坦脑蛋白,复方吡拉西坦脑蛋白水解物片
润众恩替卡韦分散片,恩替卡韦分散片
百多邦莫匹罗星软膏,莫匹罗星软膏
参芍片,参芍片
必与,盐酸氨溴索分散片
安徽济人蒲地蓝消炎片,蒲地蓝消炎片
秦红维生素B1片,维生素B1片
健豪宁,注射用重组人生长激素
欣尔金紫杉醇注射液,紫杉醇注射液
大洋制药产后逐瘀片,产后逐瘀片
双益雷公藤多苷片,雷公藤多苷片
江苏平光甲氧氯普胺片,甲氧氯普胺片
江西博士达金钱草片,金钱草片
新乡常乐马来酸氯苯那敏片,马来酸氯苯那敏片
福瑞达制药高锰酸钾外用片,高锰酸钾外用片
天煌制药胎宝胶囊,胎宝胶囊
沈阳红旗盐酸乙胺丁醇片,盐酸乙胺丁醇片
瑞阳制药复方甘草酸苷胶囊,复方甘草酸苷胶囊
哈尔滨医大亚砷酸氯化钠注射,亚砷酸氯化钠注射液
宜昌人福山梨醇,供口服用
四川升和紫杉醇注射液,紫杉醇注射液
大同制药新血宝胶囊,新血宝胶囊
江苏灵豹尿素维E乳膏,尿素维E乳膏
川抗吗替麦考酚酯分散片,吗替麦考酚酯分散片
特一磺胺嘧啶片,磺胺嘧啶片
全宇制药阿苯达唑片,阿苯达唑片
新百药业注射用盐酸丁卡因,注射用盐酸丁卡因
南少林药业酚磺乙胺注射液,酚磺乙胺注射液
替他宁,注射用氨酪酸
重庆华邦制药卡泊三醇软膏,卡泊三醇软膏
辅仁堂抗骨增生片,抗骨增生片
成一阿魏酸钠片,阿魏酸钠片
新百药业注射用胸腺肽,注射用胸腺肽
史克肠虫清,阿苯达唑片
恒诚制药复方胆通片,复方胆通片
