id,name
5bb578d9831b973a137e4df0,放射性心包炎
5bb578fe831b973a137e5f78,胃结核
5bb578b8831b973a137e3f84,四肢血栓性浅静脉炎
5bb578bf831b973a137e422f,克兰费尔特综合征
5bb578e7831b973a137e542f,新生儿心肌炎
5bb578ca831b973a137e4753,肺地丝菌病
5bb578fd831b973a137e5ee1,妊娠合并皮质醇增多症
5bb578d1831b973a137e49f5,下肢静脉血栓形成
5bb578d2831b973a137e4a8e,半月线疝
5bb578df831b973a137e50f4,妊娠合并巨细胞病毒感染
5bb578f4831b973a137e5ac8,鼻疔
5bb578f5831b973a137e5b23,脊膜瘤
5bb57900831b973a137e610b,走黄
5bb578fb831b973a137e5e4f,曲霉球
5bb578d0831b973a137e4979,异物肉芽肿
5bb578da831b973a137e4e8a,红斑性肢痛症
5bb578c9831b973a137e46d7,咽部硬结病
5bb578de831b973a137e5046,小儿糖尿病
5bb578fb831b973a137e5e15,情感性交叉擦腿症
5bb578f6831b973a137e5b8c,毛细血管或静脉血栓形成
5bb578c6831b973a137e455b,网状细胞肉瘤
5bb578bb831b973a137e407d,阑尾寄生虫病
5bb578f8831b973a137e5c8b,热带痉挛性轻截瘫
5bb57900831b973a137e60e1,双侧肾缺如
5bb578b7831b973a137e3f63,二尖瓣环钙化
5bb578ba831b973a137e4065,结肠息肉
5bb578eb831b973a137e55ec,神经莱姆病
5bb578b8831b973a137e3f91,先天性风疹
5bb578c5831b973a137e44cb,肘关节骨化肌炎
5bb578f3831b973a137e59e7,冷抗体型自身免疫性溶血性贫血
5bb578e0831b973a137e5111,小儿先天性肌强直综合征
5bb578e4831b973a137e531d,加利福尼亚脑炎
5bb578d1831b973a137e4a4c,疲劳性骨折
5bb578bf831b973a137e41f2,有机磷农药中毒
5bb578cf831b973a137e494b,隐孢子虫病
5bb578e7831b973a137e5428,结节性痒疹
5bb578c1831b973a137e42d1,羟磷灰石沉积病
5bb578cb831b973a137e47e3,外伤性脑脊液漏
5bb578e3831b973a137e52a7,呼吸疾病
5bb578f9831b973a137e5d43,楚尔盖分枝杆菌感染
5bb578df831b973a137e509d,小儿外源性变应性肺泡炎
5bb578d9831b973a137e4dd2,小儿巨大血小板综合征
5bb578f9831b973a137e5d3f,肠瘘
5bb578f9831b973a137e5d47,皮肤腺样囊性癌
5bb578cf831b973a137e4918,急性海绵窦栓塞性静脉炎
5bb578f9831b973a137e5d37,流注
5bb578df831b973a137e50bd,小儿胃肠道异物及异物性肠梗阻
5bb578db831b973a137e4e95,三叉神经痛
5bb578ff831b973a137e605a,十二指肠胃反流及胆汁反流性胃炎
5bb578c8831b973a137e462c,麻痹性斜视
5bb578e5831b973a137e5343,踝关节软骨损伤
5bb578d5831b973a137e4be0,宫颈肥大
5bb578c1831b973a137e42c9,枯草热
5bb578df831b973a137e508f,初潮痛经
5bb578ea831b973a137e5566,亚临床型克汀病
5bb578c2831b973a137e435c,丘脑下部损伤
5bb578ee831b973a137e57cd,喉息肉
